id,oid,vid,qty
22588,5172,1136,1
22589,9495,4556,1
22590,5819,1749,1
22591,13126,3532,1
22592,10290,4812,1
22593,11356,3369,1
22594,2495,3048,1
22595,12295,3165,1
22596,817,1626,1
22597,3612,288,1
22598,12040,2062,1
22599,6869,2195,1
22600,1371,169,1
22601,1566,3401,1
22602,11189,189,1
22603,13119,3317,1
22604,5393,3262,1
22605,2332,1898,1
22606,14317,2484,1
22607,11344,1963,1
22608,7683,838,1
22609,7841,1704,1
22610,14569,2271,1
22611,3812,4953,1
22612,14858,1832,1
22613,13265,2122,1
22614,3374,1610,1
22615,14961,2331,1
22616,14908,4614,1
22617,5540,99,1
22618,12944,1674,1
22619,4399,2089,1
22620,8536,1330,1
22621,9138,3246,1
22622,10792,4809,1
22623,10752,2770,1
22624,8661,3947,1
22625,14295,3297,1
22626,4775,3073,1
22627,2064,770,1
22628,8327,2855,1
22629,4304,548,1
22630,5736,117,1
22631,11261,1150,1
22632,5898,4592,1
22633,7252,857,1
22634,12505,2349,1
22635,11927,3595,1
22636,4596,1129,1
22637,9276,1635,1
22638,9553,888,1
22639,8672,1268,1
22640,11342,2752,1
22641,3988,2073,1
22642,8363,1113,1
22643,1933,67,1
22644,10292,2075,1
22645,4295,858,1
22646,6370,3108,1
22647,10564,4413,1
22648,14040,2373,1
22649,10069,2143,1
22650,8298,1463,1
22651,12643,2001,1
22652,14002,4159,1
22653,11416,3774,1
22654,77,2492,1
22655,4415,4694,1
22656,7082,977,1
22657,9682,1458,1
22658,4915,1507,1
22659,6513,1417,1
22660,2084,4576,1
22661,7816,1446,1
22662,4432,410,1
22663,2810,4503,1
22664,34,1287,1
22665,11354,4409,1
22666,10217,2814,1
22667,6168,3077,1
22668,6037,1160,1
22669,9328,1897,1
22670,2390,4785,1
22671,2678,300,1
22672,13645,1682,1
22673,9245,2042,1
22674,1513,420,1
22675,7536,3848,1
22676,3443,1570,1
22677,13448,893,1
22678,12014,2771,1
22679,12987,4214,1
22680,3597,2011,1
22681,14822,4364,1
22682,6505,2806,1
22683,2697,4131,1
22684,6810,2992,1
22685,12401,2001,1
22686,1082,2515,1
22687,14059,2801,1
22688,9593,710,1
22689,10075,1684,1
22690,14339,2287,1
22691,524,1700,1
22692,11414,4661,1
22693,11506,3964,1
22694,14704,4372,1
22695,9452,134,1
22696,11165,4389,1
22697,5326,3034,1
22698,7933,3170,1
22699,11810,1480,1
22700,1828,2043,1
22701,14982,2723,1
22702,6924,4368,1
22703,7993,2186,1
22704,6045,115,1
22705,14694,572,1
22706,12236,4776,1
22707,6619,3344,1
22708,11521,3029,1
22709,1396,1182,1
22710,6210,4128,1
22711,10600,3517,1
22712,1613,2161,1
22713,4654,2265,1
22714,13795,2742,1
22715,14400,4176,1
22716,9752,3285,1
22717,9212,4114,1
22718,4007,2017,1
22719,9964,3171,1
22720,6939,395,1
22721,6932,1975,1
22722,5584,1676,1
22723,14401,4904,1
22724,1031,637,1
22725,7008,31,1
22726,10224,4780,1
22727,5364,1541,1
22728,7482,4051,1
22729,5425,2540,1
22730,998,3614,1
22731,2398,1631,1
22732,8994,1801,1
22733,14672,4898,1
22734,5441,4772,1
22735,8040,4071,1
22736,12079,1900,1
22737,3327,3343,1
22738,14722,1631,1
22739,10808,3658,1
22740,10573,2179,1
22741,8627,1899,1
22742,9054,4291,1
22743,10298,1482,1
22744,7991,1279,1
22745,5061,2351,1
22746,13218,3511,1
22747,11496,3440,1
22748,1437,2133,1
22749,6644,1919,1
22750,2669,1900,1
22751,5970,4211,1
22752,7342,2616,1
22753,14299,2298,1
22754,11104,4803,1
22755,4230,3728,1
22756,11486,521,1
22757,13161,4830,1
22758,3144,3810,1
22759,2792,401,1
22760,1489,4393,1
22761,420,3894,1
22762,8971,1189,1
22763,3554,3104,1
22764,1709,979,1
22765,11196,2533,1
22766,12942,3782,1
22767,9661,619,1
22768,12652,661,1
22769,1366,130,1
22770,13813,4575,1
22771,14926,4294,1
22772,5047,4117,1
22773,3838,668,1
22774,5603,3755,1
22775,5330,1254,1
22776,2523,4101,1
22777,10883,3141,1
22778,7572,1299,1
22779,12001,706,1
22780,7223,4960,1
22781,12398,545,1
22782,7178,1285,1
22783,3334,2442,1
22784,8068,4101,1
22785,1946,1133,1
22786,13405,684,1
22787,14916,3082,1
22788,10667,3745,1
22789,9861,2066,1
22790,13025,2413,1
22791,3170,3173,1
22792,10642,1423,1
22793,14269,3817,1
22794,4427,797,1
22795,8272,1379,1
22796,6879,3905,1
22797,10124,2510,1
22798,7444,4781,1
22799,11887,1949,1
22800,13994,4941,1
22801,13740,4038,1
22802,3820,2944,1
22803,10077,190,1
22804,6911,4626,1
22805,6475,1587,1
22806,7679,2649,1
22807,11326,4241,1
22808,1929,2378,1
22809,5792,1284,1
22810,12315,4944,1
22811,7595,3135,1
22812,5664,1488,1
22813,5411,4215,1
22814,4296,3683,1
22815,13886,416,1
22816,12611,33,1
22817,14936,1041,1
22818,4318,2750,1
22819,68,1390,1
22820,11486,1516,1
22821,6468,266,1
22822,8689,2902,1
22823,6713,3183,1
22824,5917,1867,1
22825,3902,2636,1
22826,1728,2959,1
22827,7703,74,1
22828,7790,994,1
22829,5455,1714,1
22830,13209,2507,1
22831,14687,2078,1
22832,13019,4797,1
22833,9930,3939,1
22834,3671,1923,1
22835,13045,2992,1
22836,12573,3763,1
22837,2364,1917,1
22838,13764,3709,1
22839,951,27,1
22840,10233,1807,1
22841,14172,4804,1
22842,11134,3270,1
22843,9462,4015,1
22844,1263,2483,1
22845,1156,1178,1
22846,5581,975,1
22847,716,2436,1
22848,11789,3332,1
22849,4933,2438,1
22850,9251,1234,1
22851,7796,1165,1
22852,7903,3219,1
22853,8830,1352,1
22854,8978,3796,1
22855,8877,808,1
22856,12922,4680,1
22857,2366,760,1
22858,2233,3010,1
22859,12863,4210,1
22860,12332,4135,1
22861,3493,3716,1
22862,1935,245,1
22863,5379,3269,1
22864,14806,116,1
22865,10855,2288,1
22866,6206,3968,1
22867,7550,4324,1
22868,4233,3592,1
22869,4832,237,1
22870,7625,3590,1
22871,7166,4235,1
22872,12092,2291,1
22873,14192,1444,1
22874,12029,1566,1
22875,4915,3721,1
22876,6795,129,1
22877,6375,2250,1
22878,515,1409,1
22879,7743,247,1
22880,4105,3904,1
22881,6602,3284,1
22882,5996,3224,1
22883,3782,2127,1
22884,6327,4006,1
22885,5460,3225,1
22886,10483,4232,1
22887,7318,631,1
22888,3106,3580,1
22889,4245,245,1
22890,8950,3919,1
22891,896,2926,1
22892,11712,279,1
22893,11686,1882,1
22894,6861,3230,1
22895,1092,356,1
22896,11539,3627,1
22897,9250,4390,1
22898,14201,4790,1
22899,2768,779,1
22900,13628,352,1
22901,12695,361,1
22902,5030,3077,1
22903,5642,3378,1
22904,3640,2639,1
22905,3802,1981,1
22906,248,736,1
22907,6408,4702,1
22908,12486,3084,1
22909,12030,4326,1
22910,3233,3104,1
22911,10743,2872,1
22912,14607,4331,1
22913,8973,3738,1
22914,12153,4575,1
22915,12953,4012,1
22916,6980,3964,1
22917,8140,168,1
22918,14716,3338,1
22919,3820,3445,1
22920,13579,3088,1
22921,7523,1202,1
22922,4927,2718,1
22923,10362,4028,1
22924,498,539,1
22925,14322,172,1
22926,12667,4012,1
22927,8355,560,1
22928,10058,2802,1
22929,12437,3036,1
22930,14192,2550,1
22931,14116,1709,1
22932,8852,3612,1
22933,14561,1314,1
22934,10019,626,1
22935,6202,2375,1
22936,10887,763,1
22937,13876,3095,1
22938,12008,68,1
22939,14175,613,1
22940,11912,2721,1
22941,11208,343,1
22942,8823,1173,1
22943,7932,2240,1
22944,12895,3653,1
22945,5839,4969,1
22946,4818,3144,1
22947,12077,2459,1
22948,11312,1182,1
22949,13576,4547,1
22950,5781,2817,1
22951,1192,3346,1
22952,9207,3300,1
22953,9472,192,1
22954,12021,2846,1
22955,9325,2709,1
22956,6626,3715,1
22957,898,4436,1
22958,14521,4568,1
22959,6430,52,1
22960,11675,1040,1
22961,2759,4595,1
22962,1212,3368,1
22963,4944,1449,1
22964,3987,4316,1
22965,3102,4023,1
22966,3568,4932,1
22967,13416,4339,1
22968,3200,4790,1
22969,7253,2505,1
22970,13843,2393,1
22971,11935,1775,1
22972,10703,1779,1
22973,13077,4613,1
22974,5125,3048,1
22975,2814,791,1
22976,10689,3535,1
22977,9889,3336,1
22978,11720,2523,1
22979,12858,2701,1
22980,4242,2203,1
22981,13119,1739,1
22982,8958,2742,1
22983,8368,4797,1
22984,1549,983,1
22985,6157,3047,1
22986,12462,2408,1
22987,705,1040,1
22988,12449,454,1
22989,9580,23,1
22990,9799,4313,1
22991,8735,3830,1
22992,198,4638,1
22993,12992,4123,1
22994,12955,1395,1
22995,7798,1232,1
22996,5040,2519,1
22997,10774,3521,1
22998,9797,1115,1
22999,9859,2622,1
23000,11762,4145,1
23001,11533,2724,1
23002,859,4087,1
23003,14592,4780,1
23004,13460,2960,1
23005,5733,4071,1
23006,316,4184,1
23007,1054,1220,1
23008,6662,4273,1
23009,9922,2376,1
23010,8137,4391,1
23011,13648,921,1
23012,9210,1508,1
23013,2057,3663,1
23014,2904,2720,1
23015,2374,4663,1
23016,14533,1585,1
23017,4736,1846,1
23018,10804,1987,1
23019,6655,4862,1
23020,4677,4013,1
23021,10514,1264,1
23022,4902,2680,1
23023,10701,862,1
23024,10332,2556,1
23025,497,1387,1
23026,8231,744,1
23027,13341,3234,1
23028,6803,3742,1
23029,914,3816,1
23030,1866,4705,1
23031,7588,2015,1
23032,11647,2484,1
23033,10356,3015,1
23034,11958,2464,1
23035,13474,179,1
23036,5096,2513,1
23037,13736,2326,1
23038,12474,1158,1
23039,13794,3080,1
23040,1236,2379,1
23041,11810,3401,1
23042,8919,1780,1
23043,1535,4768,1
23044,8320,3793,1
23045,3998,4584,1
23046,2761,3569,1
23047,2953,2984,1
23048,7519,1212,1
23049,7091,3213,1
23050,14070,4729,1
23051,8030,4695,1
23052,12256,1240,1
23053,2051,3605,1
23054,5556,2197,1
23055,3552,2149,1
23056,14411,1561,1
23057,13504,3340,1
23058,5247,1439,1
23059,11677,662,1
23060,8860,696,1
23061,2984,1915,1
23062,1896,3292,1
23063,6873,2623,1
23064,743,2894,1
23065,6666,916,1
23066,6806,834,1
23067,5853,3917,1
23068,9569,661,1
23069,9262,433,1
23070,10345,2841,1
23071,4596,3530,1
23072,8653,3820,1
23073,7537,122,1
23074,9521,2308,1
23075,1824,594,1
23076,10436,1625,1
23077,12390,1062,1
23078,7835,3134,1
23079,3113,2239,1
23080,5091,2342,1
23081,3413,2526,1
23082,7412,3679,1
23083,9237,3506,1
23084,11776,158,1
23085,6823,2207,1
23086,14107,999,1
23087,6160,515,1
23088,13037,1470,1
23089,14799,78,1
23090,5402,871,1
23091,6214,3629,1
23092,2379,2406,1
23093,9146,4115,1
23094,446,4100,1
23095,10443,3701,1
23096,3240,768,1
23097,13519,1424,1
23098,3698,3133,1
23099,12010,2786,1
23100,12649,653,1
23101,2280,1825,1
23102,4727,3434,1
23103,11338,3468,1
23104,5072,4780,1
23105,10687,668,1
23106,14847,1909,1
23107,10594,790,1
23108,13150,901,1
23109,7137,2280,1
23110,6525,1962,1
23111,8822,1301,1
23112,10057,4391,1
23113,10894,4567,1
23114,8382,3696,1
23115,2238,2152,1
23116,13527,4127,1
23117,11966,4557,1
23118,6234,1383,1
23119,2942,2128,1
23120,12689,4411,1
23121,4420,488,1
23122,2586,1169,1
23123,2752,2823,1
23124,241,4112,1
23125,5383,4960,1
23126,10555,1115,1
23127,10803,4890,1
23128,3499,417,1
23129,4580,350,1
23130,11586,4458,1
23131,9279,3089,1
23132,10583,2369,1
23133,6228,854,1
23134,7414,2353,1
23135,6334,3211,1
23136,11925,4965,1
23137,11364,1326,1
23138,13465,4487,1
23139,11004,2445,1
23140,10535,3028,1
23141,8887,3583,1
23142,8526,4587,1
23143,6784,2873,1
23144,6010,4904,1
23145,1846,1321,1
23146,10636,1962,1
23147,13216,2616,1
23148,2380,2605,1
23149,5256,4000,1
23150,5881,2788,1
23151,8888,3243,1
23152,2367,1351,1
23153,10985,571,1
23154,4199,2884,1
23155,5171,1387,1
23156,14300,4973,1
23157,2191,353,1
23158,11753,4471,1
23159,1296,934,1
23160,12713,2066,1
23161,3231,2620,1
23162,10182,4809,1
23163,14590,219,1
23164,2923,3192,1
23165,14204,1303,1
23166,3461,4493,1
23167,55,50,1
23168,6252,3293,1
23169,13096,4849,1
23170,11919,3292,1
23171,7680,3262,1
23172,453,2207,1
23173,8825,3218,1
23174,1592,2970,1
23175,959,2916,1
23176,13092,4641,1
23177,5565,2155,1
23178,5566,1717,1
23179,13811,1628,1
23180,7423,774,1
23181,10805,2824,1
23182,3392,1639,1
23183,8880,2604,1
23184,12903,74,1
23185,1749,782,1
23186,919,537,1
23187,3104,4882,1
23188,2750,2630,1
23189,234,4287,1
23190,7271,4408,1
23191,7545,4736,1
23192,4184,3811,1
23193,9770,2858,1
23194,7455,2266,1
23195,6685,3199,1
23196,3429,3443,1
23197,3631,1349,1
23198,10188,2351,1
23199,7661,3047,1
23200,1413,3028,1
23201,14580,613,1
23202,7530,4681,1
23203,9301,1098,1
23204,4138,4030,1
23205,11133,1346,1
23206,4202,22,1
23207,3107,854,1
23208,905,4242,1
23209,11923,734,1
23210,2420,955,1
23211,1504,1665,1
23212,14264,4427,1
23213,10134,852,1
23214,3615,1280,1
23215,6300,1773,1
23216,5017,1238,1
23217,9808,362,1
23218,12259,424,1
23219,1333,1339,1
23220,11501,2195,1
23221,2856,2833,1
23222,5822,3839,1
23223,7104,2961,1
23224,4522,3267,1
23225,8284,521,1
23226,3851,1796,1
23227,11838,3790,1
23228,10125,3129,1
23229,3861,3896,1
23230,3035,2294,1
23231,7664,522,1
23232,1008,4299,1
23233,12870,4746,1
23234,6824,4569,1
23235,6699,889,1
23236,8565,1752,1
23237,10965,1311,1
23238,10501,2160,1
23239,5597,2990,1
23240,14336,1138,1
23241,3168,3377,1
23242,2983,265,1
23243,8077,866,1
23244,5544,1291,1
23245,9281,3469,1
23246,862,806,1
23247,1878,3532,1
23248,5045,2225,1
23249,2338,3263,1
23250,5860,688,1
23251,3756,1287,1
23252,11075,1691,1
23253,14913,4048,1
23254,11044,4124,1
23255,3252,1857,1
23256,6150,3115,1
23257,12965,4593,1
23258,9732,4848,1
23259,5600,2040,1
23260,860,4203,1
23261,14022,2823,1
23262,3683,2971,1
23263,1633,3981,1
23264,3709,4290,1
23265,3840,3871,1
23266,14755,3474,1
23267,5923,1826,1
23268,8261,4550,1
23269,14672,4936,1
23270,11551,63,1
23271,14307,2781,1
23272,177,2098,1
23273,11229,2797,1
23274,6349,1474,1
23275,7235,3149,1
23276,1005,159,1
23277,10352,2034,1
23278,6541,3178,1
23279,13717,4857,1
23280,10636,3675,1
23281,8676,2004,1
23282,4456,3658,1
23283,5548,1390,1
23284,13455,703,1
23285,758,2436,1
23286,12810,4462,1
23287,7286,4679,1
23288,8564,922,1
23289,13573,546,1
23290,11008,2557,1
23291,2227,732,1
23292,13296,1433,1
23293,2850,683,1
23294,13138,2054,1
23295,12918,2414,1
23296,3061,105,1
23297,9897,300,1
23298,14825,1141,1
23299,8971,1110,1
23300,13157,80,1
23301,14062,2102,1
23302,12634,2645,1
23303,2727,1075,1
23304,6004,1553,1
23305,2688,986,1
23306,8136,4196,1
23307,12723,3186,1
23308,6593,1206,1
23309,12617,2380,1
23310,12293,1412,1
23311,14313,798,1
23312,14244,2870,1
23313,11324,3258,1
23314,14705,2334,1
23315,3948,3591,1
23316,2153,2510,1
23317,12597,2028,1
23318,8089,1254,1
23319,6436,1508,1
23320,13076,4753,1
23321,8164,4971,1
23322,8809,3644,1
23323,4071,1411,1
23324,4059,2834,1
23325,10250,3531,1
23326,2626,3767,1
23327,1297,3461,1
23328,10487,4023,1
23329,14969,1658,1
23330,5260,305,1
23331,11924,4837,1
23332,1266,4557,1
23333,10343,977,1
23334,8084,3687,1
23335,10328,3207,1
23336,14561,1784,1
23337,9675,2480,1
23338,14247,1704,1
23339,7636,2819,1
23340,12698,4242,1
23341,11422,2051,1
23342,1741,2035,1
23343,2818,208,1
23344,12951,4376,1
23345,13156,2457,1
23346,30,2251,1
23347,8607,987,1
23348,9538,2801,1
23349,10304,377,1
23350,4071,3908,1
23351,11631,2272,1
23352,13598,3336,1
23353,9434,3957,1
23354,7886,3500,1
23355,12829,4837,1
23356,1084,71,1
23357,2060,448,1
23358,8497,565,1
23359,13113,75,1
23360,2858,1836,1
23361,12696,1953,1
23362,14067,2599,1
23363,12503,1686,1
23364,4717,382,1
23365,10611,3472,1
23366,14471,3048,1
23367,10374,2826,1
23368,408,3606,1
23369,1253,958,1
23370,5682,4717,1
23371,5310,4198,1
23372,618,848,1
23373,4758,3326,1
23374,10860,1344,1
23375,7528,3218,1
23376,540,3905,1
23377,6058,4032,1
23378,7623,2906,1
23379,8242,4738,1
23380,13184,2280,1
23381,7950,754,1
23382,13974,3319,1
23383,4944,1498,1
23384,7803,383,1
23385,14272,4543,1
23386,8103,2967,1
23387,12643,57,1
23388,10938,2064,1
23389,7090,3842,1
23390,10353,2080,1
23391,13149,2968,1
23392,8680,1690,1
23393,2294,2617,1
23394,1086,87,1
23395,427,3338,1
23396,14798,1563,1
23397,1323,1484,1
23398,90,2950,1
23399,8641,3107,1
23400,1130,1085,1
23401,6542,1092,1
23402,2241,572,1
23403,14641,323,1
23404,3440,4867,1
23405,9810,4990,1
23406,14796,2978,1
23407,916,1082,1
23408,4139,1194,1
23409,9552,1904,1
23410,1356,3330,1
23411,3758,1763,1
23412,10564,1666,1
23413,10439,4320,1
23414,5637,320,1
23415,1470,2626,1
23416,3785,2525,1
23417,4628,2626,1
23418,6428,3834,1
23419,1291,3576,1
23420,11111,3564,1
23421,7354,2144,1
23422,1425,2274,1
23423,10247,4099,1
23424,2888,183,1
23425,5868,809,1
23426,3117,4344,1
23427,9096,928,1
23428,1974,995,1
23429,14845,2692,1
23430,6189,3177,1
23431,345,2403,1
23432,13917,803,1
23433,230,2380,1
23434,10916,3709,1
23435,13077,3251,1
23436,4324,3249,1
23437,13240,419,1
23438,1812,466,1
23439,3404,1417,1
23440,420,1091,1
23441,12613,4248,1
23442,2366,3044,1
23443,14435,2943,1
23444,2223,3960,1
23445,6867,499,1
23446,12388,2870,1
23447,1712,1066,1
23448,4402,3978,1
23449,12544,3941,1
23450,246,264,1
23451,107,1601,1
23452,99,180,1
23453,9638,1939,1
23454,817,4664,1
23455,12350,4597,1
23456,4858,3443,1
23457,9744,3226,1
23458,2257,3875,1
23459,1830,3641,1
23460,52,2175,1
23461,5163,4569,1
23462,11528,2843,1
23463,3927,2282,1
23464,12251,2992,1
23465,7518,3347,1
23466,11956,2607,1
23467,14298,1326,1
23468,5158,2826,1
23469,9969,4284,1
23470,4636,272,1
23471,8466,4750,1
23472,2711,3795,1
23473,11409,3105,1
23474,2435,3512,1
23475,570,469,1
23476,456,1138,1
23477,8978,3675,1
23478,5227,3091,1
23479,9880,2088,1
23480,4404,4544,1
23481,139,1090,1
23482,12115,1647,1
23483,9293,3741,1
23484,1516,1480,1
23485,5261,1539,1
23486,11121,3197,1
23487,5299,3718,1
23488,13271,3295,1
23489,8076,1635,1
23490,10680,3255,1
23491,14965,1989,1
23492,3023,2894,1
23493,5308,1595,1
23494,1371,3346,1
23495,10209,3647,1
23496,11195,3981,1
23497,11860,1676,1
23498,10839,2099,1
23499,3977,155,1
23500,11663,1232,1
23501,1638,4762,1
23502,6773,1699,1
23503,5925,4410,1
23504,3485,2771,1
23505,3356,3675,1
23506,461,509,1
23507,12434,982,1
23508,1199,2423,1
23509,6756,4039,1
23510,10923,3572,1
23511,6741,4764,1
23512,1601,1092,1
23513,13221,4047,1
23514,10853,3552,1
23515,10072,3428,1
23516,3715,2303,1
23517,4407,879,1
23518,12482,3351,1
23519,14292,2645,1
23520,4053,3267,1
23521,10182,2157,1
23522,14324,3189,1
23523,12677,932,1
23524,1057,4185,1
23525,4479,553,1
23526,8334,3726,1
23527,8417,1067,1
23528,9420,4554,1
23529,5385,3469,1
23530,14815,4424,1
23531,12392,4907,1
23532,4277,3601,1
23533,9093,1117,1
23534,4189,2988,1
23535,229,1253,1
23536,2884,3979,1
23537,13030,3453,1
23538,13602,516,1
23539,8794,3802,1
23540,6828,4568,1
23541,6002,4759,1
23542,2906,4884,1
23543,2856,3576,1
23544,13928,97,1
23545,6750,364,1
23546,9338,4170,1
23547,2764,733,1
23548,8017,4577,1
23549,7716,2328,1
23550,2978,239,1
23551,1674,275,1
23552,12070,231,1
23553,5440,3976,1
23554,11788,2013,1
23555,11902,4037,1
23556,2809,2192,1
23557,1358,3220,1
23558,498,40,1
23559,11750,310,1
23560,4569,3814,1
23561,758,607,1
23562,6699,128,1
23563,2017,1222,1
23564,14146,2613,1
23565,2552,2324,1
23566,11694,4931,1
23567,13282,2134,1
23568,10334,2498,1
23569,1696,648,1
23570,11924,2204,1
23571,9052,72,1
23572,687,3300,1
23573,338,1412,1
23574,7546,1817,1
23575,4199,1338,1
23576,12969,941,1
23577,10270,4394,1
23578,4308,326,1
23579,1178,4617,1
23580,3260,2752,1
23581,549,1053,1
23582,14923,724,1
23583,758,2488,1
23584,8184,1826,1
23585,6097,4091,1
23586,6727,4334,1
23587,7225,2608,1
23588,9999,4474,1
23589,345,1724,1
23590,11373,2944,1
23591,11576,439,1
23592,743,3426,1
23593,9770,4545,1
23594,3643,936,1
23595,5603,2979,1
23596,12308,1613,1
23597,3742,2831,1
23598,10094,3383,1
23599,3188,1462,1
23600,9353,4937,1
23601,3688,3788,1
23602,14074,4247,1
23603,13583,1337,1
23604,7656,2316,1
23605,486,4214,1
23606,2273,3251,1
23607,2219,874,1
23608,1909,2977,1
23609,10197,537,1
23610,6930,1155,1
23611,9800,680,1
23612,11398,4602,1
23613,13696,4951,1
23614,14772,1863,1
23615,1783,163,1
23616,11829,2092,1
23617,4929,4207,1
23618,2103,713,1
23619,2084,190,1
23620,8844,2224,1
23621,12102,3872,1
23622,2953,1190,1
23623,6183,1287,1
23624,13807,598,1
23625,2437,2380,1
23626,4647,4371,1
23627,10589,2739,1
23628,7381,3641,1
23629,5999,176,1
23630,13455,4985,1
23631,1203,1084,1
23632,5583,3288,1
23633,472,3720,1
23634,3748,3090,1
23635,4996,3748,1
23636,1447,1424,1
23637,12277,3333,1
23638,3681,1043,1
23639,341,2065,1
23640,1282,252,1
23641,13428,4824,1
23642,4828,4587,1
23643,2311,3473,1
23644,6982,375,1
23645,14063,894,1
23646,2188,3088,1
23647,4733,4869,1
23648,3540,1255,1
23649,1641,2715,1
23650,2635,4070,1
23651,11841,1759,1
23652,10102,2041,1
23653,1622,3985,1
23654,5741,1441,1
23655,851,3725,1
23656,11649,905,1
23657,11063,3288,1
23658,615,4671,1
23659,10369,3630,1
23660,2516,969,1
23661,4587,2693,1
23662,2136,4864,1
23663,7711,4073,1
23664,7479,3750,1
23665,199,45,1
23666,11250,296,1
23667,13001,3467,1
23668,109,1543,1
23669,9102,2000,1
23670,7473,1305,1
23671,3140,2511,1
23672,8345,4855,1
23673,10097,4992,1
23674,8538,1491,1
23675,6416,3781,1
23676,10932,3129,1
23677,8960,4185,1
23678,5429,118,1
23679,3600,2757,1
23680,4349,3585,1
23681,4639,296,1
23682,3580,244,1
23683,6399,2755,1
23684,5039,510,1
23685,3834,4638,1
23686,12681,889,1
23687,5724,4906,1
23688,12654,1748,1
23689,11160,2356,1
23690,2339,708,1
23691,9575,1611,1
23692,4497,3252,1
23693,10506,718,1
23694,4169,2701,1
23695,12353,493,1
23696,7105,115,1
23697,4941,3178,1
23698,3668,4967,1
23699,2903,4451,1
23700,11088,3730,1
23701,4868,3240,1
23702,9329,3765,1
23703,1023,587,1
23704,5059,4410,1
23705,12126,4297,1
23706,4005,750,1
23707,2418,459,1
23708,1032,101,1
23709,14965,3929,1
23710,5342,3434,1
23711,10080,2076,1
23712,4200,4010,1
23713,6964,486,1
23714,13656,2580,1
23715,8742,1449,1
23716,8645,2263,1
23717,5656,3376,1
23718,11013,1192,1
23719,13650,358,1
23720,10085,3886,1
23721,11928,1145,1
23722,9267,500,1
23723,14461,2298,1
23724,2396,4298,1
23725,10749,1533,1
23726,14714,3608,1
23727,11416,3543,1
23728,357,3473,1
23729,14370,720,1
23730,10019,79,1
23731,8239,279,1
23732,13970,3705,1
23733,6500,2508,1
23734,9793,4334,1
23735,13936,3342,1
23736,2519,4540,1
23737,11042,2058,1
23738,451,2522,1
23739,13524,1836,1
23740,10098,1766,1
23741,389,661,1
23742,7168,2252,1
23743,4125,242,1
23744,4109,1451,1
23745,14889,4805,1
23746,2001,2957,1
23747,12494,4802,1
23748,12426,436,1
23749,5322,1687,1
23750,8025,4668,1
23751,7046,1456,1
23752,493,1592,1
23753,6167,2807,1
23754,14184,4996,1
23755,7316,1941,1
23756,8622,4749,1
23757,6634,3327,1
23758,5075,1552,1
23759,9251,264,1
23760,11340,3358,1
23761,4814,2695,1
23762,5949,4034,1
23763,12032,2813,1
23764,3306,4995,1
23765,6431,3005,1
23766,12906,3181,1
23767,10566,1784,1
23768,229,4950,1
23769,13349,4300,1
23770,2814,2432,1
23771,712,3432,1
23772,10187,3138,1
23773,7848,4895,1
23774,10417,2523,1
23775,2295,4526,1
23776,5461,1308,1
23777,5669,3388,1
23778,1029,496,1
23779,2279,4005,1
23780,797,740,1
23781,6663,426,1
23782,1494,61,1
23783,14446,2993,1
23784,12224,602,1
23785,14878,5,1
23786,5688,3607,1
23787,1781,2418,1
23788,6157,1610,1
23789,11835,1975,1
23790,6277,4230,1
23791,7084,3560,1
23792,4948,1986,1
23793,1929,278,1
23794,8004,4750,1
23795,13425,3142,1
23796,6824,2049,1
23797,2341,2027,1
23798,4266,4529,1
23799,9410,2488,1
23800,3709,2360,1
23801,3287,2470,1
23802,13732,3423,1
23803,1741,4830,1
23804,3529,4242,1
23805,3023,1572,1
23806,2498,1383,1
23807,4599,953,1
23808,10342,621,1
23809,264,51,1
23810,8046,3877,1
23811,11754,1755,1
23812,5694,503,1
23813,2551,2378,1
23814,9146,4212,1
23815,6900,4769,1
23816,6589,1979,1
23817,4532,3620,1
23818,8349,4683,1
23819,10022,3505,1
23820,9547,2764,1
23821,12535,1819,1
23822,9902,4258,1
23823,3546,3910,1
23824,8479,1287,1
23825,10356,4086,1
23826,151,211,1
23827,356,3833,1
23828,4548,2090,1
23829,6055,4453,1
23830,1899,1555,1
23831,618,119,1
23832,7071,2057,1
23833,5560,4553,1
23834,511,1360,1
23835,3252,4223,1
23836,1678,1357,1
23837,6752,1791,1
23838,9068,3738,1
23839,6019,2754,1
23840,1314,2381,1
23841,2378,691,1
23842,5339,4164,1
23843,1733,3139,1
23844,8445,4975,1
23845,6418,855,1
23846,12279,585,1
23847,2695,4095,1
23848,9957,1764,1
23849,664,1547,1
23850,12822,1105,1
23851,2585,1588,1
23852,3143,3729,1
23853,4982,4676,1
23854,14440,3163,1
23855,9774,4035,1
23856,7795,3546,1
23857,1325,1207,1
23858,9870,3570,1
23859,8952,1287,1
23860,10718,4112,1
23861,8756,4036,1
23862,1675,307,1
23863,13887,860,1
23864,8675,362,1
23865,14384,1021,1
23866,7582,4114,1
23867,10251,4811,1
23868,8265,3900,1
23869,1156,4078,1
23870,13534,826,1
23871,13421,4203,1
23872,4920,2108,1
23873,12595,172,1
23874,8076,2188,1
23875,9106,271,1
23876,3907,1425,1
23877,13464,1376,1
23878,5156,4932,1
23879,14223,3804,1
23880,11750,2605,1
23881,8324,1115,1
23882,13363,1240,1
23883,13741,97,1
23884,672,3994,1
23885,10176,2449,1
23886,12410,1162,1
23887,4062,1078,1
23888,14946,2974,1
23889,3606,2072,1
